what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246854257775
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246854258181
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246854259647
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246854261271
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246854295262
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246854308241
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246898820264
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246898822245
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246899168357
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246910149537
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910179988
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1246910192515
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910200782
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910227738
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910311434
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910311449
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910321962
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910361343
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1246910362014
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910365774
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910365992
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246910401053
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910402192
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1246910420686
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246910424695
