what,kind,bundleId,bundleVersion,description,time
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246249804662
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246249808842
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246249809014
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246249811588
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246249813928
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246249814084
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246249857825
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246249912750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246836446101
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246836450673
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246836480837
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246836521786
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246837254235
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246837258744
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246837369477
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1246837381801
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1246837384328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246837389383
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246837407510
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246837412515
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246837412733
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1246837415479
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246837416118
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246837423801
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246837425002
