what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919095700
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919099996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919100075
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919101837
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246919126173
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919154380
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919159224
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919162999
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919163077
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919172187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919174371
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919176508
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919177195
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919179723
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919180629
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919182267
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919183188
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919184967
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919189382
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919192643
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919192705
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919197760
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246919278215
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919300779
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919303618
