what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246912526692
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246912585698
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912590846
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912596602
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912597288
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912598661
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912600875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912615113
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912684464
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912885974
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246912897300
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246912897580
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246912897877
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246912905907
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912907451
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912908465
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912908933
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912912318
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912912396
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912919151
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912921226
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912924112
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912924174
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912925313
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912930196
