what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910450968
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910452013
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910465006
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246910493238
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246910500148
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246910500336
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910505277
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910526471
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1246910533678
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910533897
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246910534022
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910615247
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246910684274
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246910753991
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246910759536
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246910759676
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246910834055
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246910861503
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246911062958
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911064565
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911068029
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911069620
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911071180
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911074940
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911136598
