what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919841892
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919866181
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919885041
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919886867
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919888412
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919892172
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919892250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919898318
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919899488
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919901610
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919903874
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919919942
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919920035
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919922812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919948521
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919956135
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246926501930
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246926513852
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246926711473
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246926717118
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246926736930
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246926738522
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246926743046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246926745542
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246926747445
