what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919566926
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919569827
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919574789
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919576443
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919577425
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919579890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919604237
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919617731
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919620773
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919620851
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919649555
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246919688893
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919689969
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919690109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246919720007
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246919742382
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919775154
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919777821
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919777915
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919796635
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919810488
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919813452
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919817649
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919820707
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919820801
