what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919307377
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919307455
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919309671
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919375938
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919378216
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919379371
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919380869
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246919383678
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919386534
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919389997
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919390090
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919391838
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246919400418
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919412716
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919456306
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1246919464791
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246919464978
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246919465119
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246919498908
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246919500484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919533197
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919538362
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919538440
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246919540312
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246919565459
