what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246911178375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911181121
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911186316
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911186815
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911192275
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911193056
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911229670
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246911250777
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911302750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911304809
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911306857
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911413298
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246911681319
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246911683051
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246911685438
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246911685453
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246911692083
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246911702769
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911704891
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911705406
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911705905
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911710757
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911710819
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246911712847
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246911999908
