what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914146340
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914175185
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914193812
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914195153
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914196527
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914450263
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914471991
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246915024159
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246915026468
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246915027438
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246916052674
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246916056839
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246916060973
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246916060973
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246916720306
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246916785535
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916842327
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916844979
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916845697
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916846789
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916848177
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.redo,1246916849300
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916866382
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246916878207
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246916910372
