what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246927590393
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246927601033
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246927604808
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246927811868
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928441244
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928507575
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928514877
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928554001
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928579742
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928677195
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928712841
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928732513
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246928777055
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246929875298
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246929888279
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246929955486
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246930105195
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246930105475
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246930105725
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246930125584
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246930204068
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246930219636
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246930219980
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246930220354
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246930246468
