what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246917628681
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246917824739
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246917826159
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246917826362
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246917932891
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246917968428
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246917972265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246917995026
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918031233
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918034228
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246918036912
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918039189
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918039330
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246918044353
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918378082
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918385492
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918387349
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246918396397
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246918444669
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246918445070
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246918445492
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246918464570
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246918487430
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246918544046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246918573452
