what,kind,bundleId,bundleVersion,description,time
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246839275222
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1246839276252
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246839293131
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839297359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839300900
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839300916
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839302819
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246839305455
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839336297
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839368667
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246839383675
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839385016
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839386997
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839387434
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839390617
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839390648
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839391771
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839398978
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839446418
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1246839474860
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.redo,1246839476498
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246839511895
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246839513361
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246839527276
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246839543126
