what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246912001109
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1246912036271
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246912053696
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912057518
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912062517
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912062599
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912065616
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912077128
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912082963
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912083072
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912085412
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246912094721
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246912120150
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246912127844
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1246912146907
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246912147703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246912212945
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912215051
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912215612
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912216127
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912219263
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912219341
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912225690
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912243941
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246912246531
