what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1246913340585
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246913346403
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246913358509
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246913372081
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246913379046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246913388484
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246913392945
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246913396564
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913444277
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913445603
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913449437
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913781935
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913908498
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913912716
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913936801
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913946129
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913957657
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913971341
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913981385
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246913997517
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914006893
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246914039277
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246914118182
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246914119602
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246914145654
