what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246838934438
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246838942909
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246838998010
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1246839014784
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839017686
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839017889
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246839023424
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839025885
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839028350
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839028849
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839032484
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839032546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839039787
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839040411
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839043609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839043671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839047633
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1246839051721
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246839053327
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246839054763
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1246839057040
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246839057695
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839059255
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246839061175
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1246839063624
